Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Hours_Worked,Average_Hours_Per_Day,Max_Hours_Per_Day,Min_Hours_Per_Day
46,1,1,Research & Development,4,4,Medical,1076,0,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,4,4,3,2,3,2056h 48min,7h 52min,8h 41min,7h 10min
27,0,2,Research & Development,16,4,Medical,1077,1,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,3,4,4,1,2,2003h 44min,7h 40min,8h 39min,6h 51min
39,0,1,Research & Development,2,3,Technical Degree,1078,1,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,3,3,3,4,3,1702h 35min,6h 31min,7h 15min,5h 47min
55,0,1,Research & Development,2,3,Life Sciences,1079,0,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,3,3,2,4,4,1627h 2min,6h 14min,6h 58min,5h 17min
28,0,1,Research & Development,29,2,Life Sciences,1080,1,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0,4,3,2,2,3,1837h 49min,7h 2min,7h 56min,6h 3min
30,1,1,Sales,12,4,Life Sciences,1081,0,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0,3,3,2,4,2,2006h 45min,7h 41min,8h 28min,6h 57min
22,1,1,Research & Development,16,2,Life Sciences,1082,0,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0,3,3,4,2,3,2741h 35min,10h 30min,11h 22min,9h 46min
36,0,1,Research & Development,11,3,Life Sciences,1083,1,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7,2,3,2,3,3,2478h 16min,9h 29min,10h 16min,8h 37min
31,0,1,Research & Development,2,4,Life Sciences,1084,0,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2,3,3,2,3,3,1952h 0min,7h 28min,8h 16min,6h 36min
34,0,1,Sales,14,2,Technical Degree,1085,0,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0,3,3,3,4,3,2120h 1min,8h 7min,8h 58min,7h 26min
29,0,1,Research & Development,5,5,Life Sciences,1086,0,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,2,3,4,1,3,1858h 32min,7h 7min,8h 0min,6h 23min
37,0,1,Research & Development,7,2,Medical,1087,1,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4,3,4,1,3,2262h 16min,8h 40min,9h 37min,7h 30min
35,0,1,Sales,2,1,Technical Degree,1088,1,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,2,4,4,2,3,2732h 30min,10h 28min,11h 22min,9h 33min
45,0,1,Research & Development,3,3,Medical,1089,0,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2,3,2,4,2,1851h 54min,7h 5min,7h 53min,6h 15min
36,0,2,Research & Development,5,3,Medical,1090,0,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,1,3,2,4,2,1695h 47min,6h 29min,7h 11min,5h 50min
40,0,1,Research & Development,3,3,Other,1091,1,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,3,3,1,1,3,1769h 0min,6h 46min,7h 41min,5h 51min
26,0,1,Research & Development,26,2,Life Sciences,1092,1,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2,3,2,3,2,2428h 22min,9h 18min,10h 7min,8h 28min
27,0,1,Research & Development,4,3,Technical Degree,1093,1,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,2,4,1,3,3,1979h 58min,7h 35min,8h 18min,6h 31min
48,0,2,Research & Development,2,3,Life Sciences,1094,1,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4,3,4,4,3,1888h 33min,7h 14min,8h 1min,6h 27min
44,0,1,Sales,1,2,Medical,1095,1,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,3,3,2,1,3,1846h 53min,7h 4min,7h 58min,6h 14min
34,1,0,Research & Development,27,2,Life Sciences,1096,0,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,3,3,4,1,3,2659h 28min,10h 11min,11h 1min,9h 26min
56,1,1,Human Resources,1,2,Medical,1097,0,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,3,4,1,4,3,1788h 25min,6h 51min,7h 51min,6h 5min
36,0,1,Research & Development,13,3,Technical Degree,1098,0,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3,3,3,2,1,1902h 42min,7h 17min,8h 9min,6h 10min
41,0,1,Research & Development,5,3,Life Sciences,1099,0,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,3,3,3,2,3,1673h 28min,6h 24min,7h 15min,5h 29min
42,0,1,Research & Development,7,3,Technical Degree,1100,0,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3,3,3,1,4,1926h 28min,7h 22min,8h 9min,6h 30min
31,0,1,Sales,9,4,Life Sciences,1101,0,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,2,4,3,4,3,2173h 26min,8h 19min,9h 26min,7h 30min
34,0,1,Research & Development,8,1,Life Sciences,1102,0,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,3,3,4,4,2,2405h 26min,9h 12min,9h 54min,8h 24min
31,0,1,Sales,25,2,Life Sciences,1103,0,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,4,4,1,3,2,1773h 43min,6h 47min,7h 30min,5h 48min
26,0,2,Sales,16,2,Life Sciences,1104,1,2,Healthcare Representative,Married,83800,,14,0,8.0,3,7,7,7,4,3,3,4,3,1584h 45min,6h 4min,6h 49min,5h 15min
45,0,2,Research & Development,8,4,Life Sciences,1105,0,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,3,3,2,3,3,2031h 57min,7h 47min,8h 33min,7h 1min
33,0,1,Sales,1,3,Life Sciences,1106,0,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,3,3,2,3,2,1683h 41min,6h 27min,7h 12min,5h 38min
28,0,2,Sales,8,3,Life Sciences,1107,1,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3,3,3,4,3,2765h 43min,10h 35min,11h 31min,9h 43min
29,1,2,Human Resources,2,4,Human Resources,1108,1,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3,3,3,1,3,1777h 16min,6h 48min,7h 35min,6h 4min
39,0,0,Research & Development,8,5,Medical,1109,0,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,3,3,1,3,3,1642h 4min,6h 17min,7h 10min,5h 35min
27,0,1,Sales,3,2,Technical Degree,1110,1,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2,3,3,2,2,2,1902h 25min,7h 17min,8h 3min,6h 35min
34,0,2,Research & Development,9,4,Life Sciences,1111,0,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11,3,3,3,4,3,2330h 13min,8h 55min,9h 48min,8h 7min
28,1,1,Research & Development,25,3,Technical Degree,1112,1,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2,3,3,4,3,3,2459h 28min,9h 25min,10h 13min,8h 35min
47,0,0,Research & Development,1,4,Medical,1113,1,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7,3,3,3,2,4,1565h 3min,5h 59min,6h 46min,5h 16min
56,0,1,Research & Development,4,3,Technical Degree,1114,0,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0,3,3,4,1,3,2059h 56min,7h 53min,8h 54min,6h 44min
39,0,1,Research & Development,1,3,Other,1115,0,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9,3,3,1,1,3,1823h 17min,6h 59min,8h 11min,6h 4min
38,0,2,Research & Development,4,2,Medical,1116,0,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7,3,3,4,2,3,2821h 45min,10h 48min,11h 35min,9h 37min
58,0,1,Sales,5,3,Marketing,1117,1,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0,3,4,4,4,2,2581h 48min,9h 53min,10h 37min,9h 7min
32,1,2,Research & Development,9,3,Life Sciences,1118,1,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3,3,3,1,3,3,2669h 24min,10h 13min,10h 50min,9h 30min
38,0,1,Research & Development,3,4,Life Sciences,1119,0,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3,3,4,2,4,4,1988h 30min,7h 37min,8h 28min,6h 39min
49,0,2,Sales,11,4,Life Sciences,1120,1,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3,2,3,2,4,3,1640h 45min,6h 17min,7h 26min,5h 28min
42,0,1,Sales,1,3,Life Sciences,1121,0,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0,3,3,2,4,3,2270h 54min,8h 42min,9h 35min,7h 45min
27,1,2,Sales,8,1,Life Sciences,1122,1,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0,3,3,1,2,3,1696h 15min,6h 29min,7h 15min,5h 43min
35,0,1,Research & Development,25,1,Medical,1123,1,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4,3,3,2,1,1,1724h 41min,6h 36min,7h 17min,5h 54min
28,0,0,Research & Development,21,1,Medical,1124,1,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4,3,3,3,3,2,1739h 48min,6h 39min,7h 21min,5h 45min
31,0,0,Sales,23,1,Medical,1125,1,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3,4,3,3,1,4,2561h 31min,9h 48min,10h 52min,9h 5min
36,0,0,Research & Development,1,3,Life Sciences,1126,1,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2,1,3,1,2,3,1854h 11min,7h 6min,7h 43min,6h 19min
34,0,1,Sales,2,3,Marketing,1127,1,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1,3,3,1,4,2,1574h 11min,6h 1min,6h 47min,5h 16min
34,0,1,Research & Development,19,3,Technical Degree,1128,0,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1,2,3,4,3,2,1775h 4min,6h 48min,7h 41min,5h 55min
26,0,1,Research & Development,2,2,Life Sciences,1129,1,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6,4,3,3,1,2,1764h 48min,6h 45min,7h 31min,5h 57min
29,0,1,Research & Development,2,4,Other,1130,1,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2,4,4,1,1,2,2014h 45min,7h 43min,8h 22min,6h 53min
32,0,0,Research & Development,3,1,Life Sciences,1131,1,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2,4,3,3,4,3,1722h 5min,6h 35min,7h 41min,5h 45min
31,0,2,Research & Development,25,5,Technical Degree,1132,0,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7,3,3,4,1,3,1806h 59min,6h 55min,7h 46min,6h 0min
28,1,1,Sales,7,5,Life Sciences,1133,0,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3,2,3,3,4,2,1647h 5min,6h 18min,7h 18min,5h 23min
38,0,1,Research & Development,9,2,Technical Degree,1134,1,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0,2,3,1,1,2,1873h 23min,7h 10min,8h 1min,6h 26min
35,0,1,Research & Development,5,3,Life Sciences,1135,1,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9,1,3,3,4,3,2301h 24min,8h 49min,9h 30min,7h 59min
27,0,1,Sales,2,3,Life Sciences,1136,0,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,3,3,4,4,3,2060h 20min,7h 53min,8h 43min,7h 0min
32,0,1,Research & Development,8,1,Medical,1137,0,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,2,3,4,4,3,1905h 0min,7h 17min,8h 1min,6h 21min
31,1,2,Research & Development,2,1,Other,1138,1,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,3,3,1,4,3,2692h 7min,10h 18min,11h 7min,9h 28min
53,1,1,Research & Development,18,3,Medical,1139,1,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,3,3,1,1,2,2820h 52min,10h 48min,11h 46min,9h 52min
54,0,1,Research & Development,14,3,Other,1140,1,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,3,3,1,3,2,2060h 26min,7h 53min,8h 41min,6h 46min
33,0,2,Research & Development,2,4,Medical,1141,0,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,3,3,4,3,3,2059h 56min,7h 53min,8h 37min,7h 3min
43,0,1,Research & Development,3,3,Medical,1142,1,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,3,3,1,3,3,1953h 30min,7h 29min,8h 7min,6h 43min
38,0,2,Research & Development,2,5,Medical,1143,0,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,2,3,4,2,3,2077h 30min,7h 57min,8h 37min,7h 9min
55,0,1,Sales,9,3,Marketing,1144,1,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,2,3,3,2,3,2136h 37min,8h 11min,8h 54min,7h 14min
31,0,1,Sales,6,3,Other,1145,1,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,3,3,4,4,3,2820h 15min,10h 48min,11h 45min,10h 3min
39,0,1,Research & Development,4,3,Life Sciences,1146,1,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2,3,2,1,3,1586h 39min,6h 4min,6h 59min,5h 15min
42,0,0,Research & Development,10,4,Life Sciences,1147,0,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,3,3,4,3,3,1719h 14min,6h 35min,7h 21min,5h 38min
31,0,0,Research & Development,14,2,Life Sciences,1148,1,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3,3,3,3,4,1591h 32min,6h 5min,6h 51min,5h 20min
54,0,1,Research & Development,1,3,Medical,1149,0,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,4,3,3,1,3,2744h 50min,10h 30min,11h 18min,9h 39min
24,0,1,Research & Development,5,4,Other,1150,1,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,1,3,2,3,2,1794h 0min,6h 52min,7h 40min,6h 12min
23,0,1,Research & Development,7,3,Life Sciences,1151,1,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,3,3,4,4,4,1825h 51min,6h 59min,7h 46min,6h 14min
40,0,2,Research & Development,21,3,Medical,1152,0,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,2,4,4,3,4,2039h 46min,7h 48min,8h 28min,7h 9min
40,0,1,Research & Development,8,1,Medical,1153,0,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2,3,2,2,3,1608h 28min,6h 9min,7h 1min,5h 18min
25,0,1,Sales,20,5,Medical,1154,0,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3,3,3,2,3,1619h 9min,6h 12min,7h 12min,5h 19min
30,0,1,Human Resources,20,4,Life Sciences,1155,1,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,2,3,4,2,2,1586h 50min,6h 4min,6h 49min,5h 17min
25,0,1,Research & Development,7,2,Medical,1156,1,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,3,3,4,3,2,2663h 41min,10h 12min,10h 52min,9h 24min
47,0,1,Research & Development,1,4,Life Sciences,1157,1,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,2,3,1,3,3,2029h 19min,7h 46min,8h 41min,6h 59min
33,0,0,Research & Development,1,3,Life Sciences,1158,1,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,3,3,2,3,2,1609h 42min,6h 10min,7h 3min,5h 24min
38,0,1,Research & Development,19,3,Life Sciences,1159,0,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,3,3,4,2,3,2064h 16min,7h 54min,8h 41min,6h 51min
31,0,1,Research & Development,10,4,Medical,1160,0,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,3,3,1,3,3,1872h 30min,7h 10min,7h 53min,6h 29min
38,0,2,Research & Development,1,4,Other,1161,1,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,3,3,1,3,3,1698h 51min,6h 30min,7h 21min,5h 46min
42,0,1,Research & Development,6,3,Medical,1162,1,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,1,3,4,1,2,2551h 7min,9h 46min,10h 35min,9h 3min
41,0,1,Sales,2,2,Medical,1163,1,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,1,3,4,4,3,2007h 33min,7h 41min,8h 31min,6h 50min
47,0,0,Research & Development,21,2,Medical,1164,1,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,2,3,3,2,1,1884h 38min,7h 13min,8h 0min,6h 24min
35,0,1,Research & Development,4,3,Life Sciences,1165,1,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,2,3,4,3,3,2715h 28min,10h 24min,11h 11min,9h 37min
22,0,1,Human Resources,12,1,Human Resources,1166,1,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,3,3,4,3,4,1670h 8min,6h 23min,7h 14min,5h 33min
35,0,1,Research & Development,9,3,Medical,1167,0,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,3,4,2,3,3,2087h 46min,7h 59min,8h 54min,7h 10min
33,0,1,Sales,3,4,Medical,1168,1,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2,3,2,4,3,2376h 0min,9h 6min,9h 46min,8h 26min
32,0,1,Research & Development,3,2,Technical Degree,1169,1,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3,3,3,2,3,1823h 34min,6h 59min,7h 57min,6h 12min
40,0,1,Research & Development,1,4,Medical,1170,1,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,2,3,1,4,2,1609h 16min,6h 9min,6h 51min,5h 23min
32,0,1,Research & Development,1,2,Medical,1171,1,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,3,3,2,2,3,1567h 41min,6h 0min,6h 54min,5h 15min
39,0,1,Research & Development,4,4,Life Sciences,1172,1,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,3,3,1,4,3,2094h 37min,8h 1min,8h 52min,7h 15min
38,0,1,Sales,20,4,Medical,1173,0,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2,3,2,3,3,2089h 24min,8h 0min,8h 48min,7h 14min
32,0,1,Research & Development,18,3,Life Sciences,1174,1,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3,3,3,4,3,2060h 33min,7h 53min,8h 35min,7h 8min
37,0,1,Research & Development,1,3,Life Sciences,1175,0,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3,3,3,4,3,2450h 48min,9h 23min,10h 22min,8h 22min
25,0,1,Research & Development,2,4,Medical,1176,0,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,3,4,1,3,2,2080h 22min,7h 58min,8h 46min,7h 6min
52,0,0,Research & Development,2,4,Other,1177,1,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,3,3,1,4,2,1775h 41min,6h 48min,7h 39min,5h 59min
44,0,1,Research & Development,8,1,Life Sciences,1178,0,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,3,3,2,4,3,2822h 13min,10h 48min,11h 35min,9h 46min
21,0,1,Sales,10,5,Medical,1179,1,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3,3,3,1,3,2129h 3min,8h 9min,9h 1min,7h 30min
39,0,0,Research & Development,3,4,Life Sciences,1180,0,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4,3,4,4,2,1645h 45min,6h 18min,7h 6min,5h 30min
23,1,2,Research & Development,2,4,Life Sciences,1181,0,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,3,3,4,1,2,2094h 20min,8h 1min,8h 52min,7h 9min
36,0,1,Research & Development,24,3,Life Sciences,1182,0,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,3,3,1,4,3,2033h 9min,7h 47min,8h 33min,6h 58min
36,0,2,Research & Development,16,1,Medical,1183,1,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,2,3,4,2,3,2048h 20min,7h 50min,8h 28min,6h 54min
56,0,0,Research & Development,8,1,Life Sciences,1184,1,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,2,4,3,3,2,1723h 45min,6h 36min,7h 34min,5h 48min
29,1,1,Research & Development,9,4,Medical,1185,1,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,3,4,1,4,4,2845h 54min,10h 54min,11h 39min,10h 0min
42,0,1,Research & Development,17,1,Life Sciences,1186,1,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,2,4,1,3,2,1930h 10min,7h 23min,8h 11min,6h 43min
56,1,1,Sales,10,4,Other,1187,1,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,3,4,4,3,1,1779h 29min,6h 49min,7h 38min,5h 58min
41,0,1,Research & Development,13,4,Life Sciences,1188,0,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,4,3,1,2,3,2036h 43min,7h 48min,8h 46min,7h 4min
34,0,1,Sales,1,3,Medical,1189,0,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,3,3,4,3,3,1928h 24min,7h 23min,8h 5min,6h 41min
36,0,0,Sales,1,1,Medical,1190,0,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,3,3,4,4,2,2001h 36min,7h 40min,8h 24min,6h 56min
41,0,1,Research & Development,1,5,Medical,1191,1,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3,3,3,2,3,1849h 9min,7h 5min,8h 3min,6h 17min
32,0,1,Sales,9,4,Life Sciences,1192,0,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,3,3,4,1,3,1755h 31min,6h 43min,7h 32min,6h 0min
35,0,1,Research & Development,16,3,Medical,1193,0,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3,3,3,4,3,2744h 50min,10h 30min,11h 15min,9h 30min
38,0,1,Research & Development,23,3,Medical,1194,1,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,2,4,1,4,3,1801h 27min,6h 54min,7h 53min,6h 2min
50,1,2,Sales,4,2,Life Sciences,1195,0,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2,3,2,3,3,1882h 19min,7h 12min,8h 11min,6h 21min
36,0,1,Research & Development,22,4,Life Sciences,1196,1,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2,3,2,3,2,1637h 21min,6h 16min,7h 1min,5h 23min
45,0,1,Sales,24,3,Life Sciences,1197,1,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4,3,4,3,3,1587h 17min,6h 4min,6h 55min,5h 23min
40,0,1,Sales,10,4,Life Sciences,1198,1,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3,3,3,3,3,1620h 21min,6h 12min,6h 58min,5h 29min
35,0,2,Sales,7,2,Life Sciences,1199,1,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,2,4,3,3,4,2197h 52min,8h 25min,9h 18min,7h 32min
40,0,1,Research & Development,17,4,Life Sciences,1200,1,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3,3,3,3,3,1954h 17min,7h 29min,8h 13min,6h 39min
35,0,1,Human Resources,14,1,Life Sciences,1201,1,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3,3,3,4,3,1800h 53min,6h 53min,7h 46min,6h 13min
29,0,1,Research & Development,1,3,Medical,1202,1,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,2,3,4,2,3,2562h 41min,9h 49min,10h 37min,9h 1min
29,0,1,Research & Development,5,3,Medical,1203,1,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,3,3,4,1,1,1587h 18min,6h 4min,6h 46min,5h 15min
50,1,1,Research & Development,17,3,Medical,1204,1,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,3,3,4,1,3,2510h 9min,9h 37min,10h 31min,8h 24min
39,0,1,Sales,25,3,Medical,1205,1,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,4,3,2,4,2,1960h 15min,7h 30min,8h 16min,6h 40min
31,0,0,Research & Development,8,4,Life Sciences,1206,0,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,3,3,2,1,3,1909h 56min,7h 19min,8h 7min,6h 28min
26,0,1,Research & Development,11,4,Medical,1207,1,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,3,4,4,3,3,1957h 9min,7h 29min,8h 24min,6h 32min
36,0,2,Research & Development,5,1,Technical Degree,1208,1,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3,3,3,4,3,2009h 32min,7h 41min,8h 46min,6h 54min
39,0,1,Research & Development,2,1,Medical,1209,0,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,3,3,4,1,3,1578h 2min,6h 2min,6h 54min,5h 13min
27,0,1,Research & Development,8,2,Medical,1210,1,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,3,4,2,2,3,2424h 1min,9h 17min,10h 11min,8h 31min
49,0,2,Research & Development,6,1,Medical,1211,1,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,2,3,4,2,2,1668h 34min,6h 23min,7h 15min,5h 20min
34,0,1,Sales,4,3,Medical,1212,0,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,3,3,2,3,4,1683h 34min,6h 27min,7h 25min,5h 48min
41,1,1,Research & Development,7,2,Life Sciences,1213,0,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,3,3,2,4,1,2252h 3min,8h 37min,9h 35min,7h 56min
49,0,2,Sales,1,4,Life Sciences,1214,0,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3,4,3,2,3,1751h 36min,6h 42min,7h 27min,5h 59min
37,1,1,Research & Development,2,3,Life Sciences,1215,1,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,3,3,4,3,3,2221h 54min,8h 30min,9h 30min,7h 28min
33,0,2,Research & Development,10,2,Medical,1216,1,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,3,3,4,3,3,2474h 20min,9h 28min,10h 16min,8h 39min
27,0,1,Sales,5,4,Medical,1217,0,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,2,3,1,2,3,1669h 45min,6h 23min,7h 21min,5h 38min
